Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,City,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit
ORD-01704,2025-12-10,2025-12-14,Second Class,CUST-0370,Home Office,West,Rajasthan,Udaipur,Office Supplies,Storage,Plastic Drawer,5,0.1,557.66,36.06
ORD-01637,2024-02-16,2024-02-23,Second Class,CUST-0061,Home Office,North,Uttar Pradesh,Kanpur,Office Supplies,Art,Marker Set,7,0.4,355.78,77.36
ORD-00599,2025-05-25,2025-05-31,First Class,CUST-0200,Home Office,West,Maharashtra,Nagpur,Furniture,Tables,Conference Table,2,0.2,332.2,-28.03
ORD-01610,2023-12-27,2024-01-01,First Class,CUST-0216,Corporate,North,Delhi,New Delhi,Furniture,Furnishings,Wall Clock,1,0.15,643.37,20.5
ORD-00571,2025-09-30,2025-10-03,Second Class,CUST-0007,Home Office,East,Jharkhand,Ranchi,Furniture,Bookcases,Metal Bookcase,2,0.1,716.77,74.36
ORD-00075,2023-07-04,2023-07-09,First Class,CUST-0366,Consumer,Central,Chhattisgarh,Raipur,Technology,Phones,Cordless Phone,10,0.0,5969.73,1339.53
ORD-00062,2023-02-02,2023-02-04,First Class,CUST-0235,Home Office,East,West Bengal,Kolkata,Technology,Copiers,Desktop Copier,2,0.0,1280.45,187.0
ORD-01993,2024-08-04,2024-08-05,Second Class,CUST-0378,Consumer,East,Odisha,Bhubaneswar,Furniture,Bookcases,Glass Bookcase,5,0.15,1124.48,13.8
ORD-00810,2025-12-01,2025-12-03,First Class,CUST-0064,Corporate,North,Haryana,Gurgaon,Furniture,Bookcases,Wooden Bookcase,8,0.4,2727.99,11.87
ORD-00245,2025-11-11,2025-11-16,Standard Class,CUST-0378,Home Office,South,Karnataka,Bangalore,Office Supplies,Paper,Notebook,1,0.3,16.01,1.74
ORD-01105,2023-01-02,2023-01-03,Standard Class,CUST-0271,Corporate,South,Karnataka,Bangalore,Furniture,Tables,Computer Desk,2,0.1,1225.85,21.25
ORD-01449,2023-12-21,2023-12-28,Same Day,CUST-0153,Corporate,South,Kerala,Kochi,Technology,Phones,Cordless Phone,9,0.0,7255.86,1642.47
ORD-00106,2024-08-14,2024-08-20,First Class,CUST-0022,Corporate,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Storage,Plastic Drawer,5,0.3,401.1,110.86
ORD-00674,2025-06-02,2025-06-06,Second Class,CUST-0393,Home Office,North,Haryana,Faridabad,Furniture,Furnishings,Wall Clock,7,0.1,3923.53,-67.38
ORD-00643,2024-02-13,2024-02-19,First Class,CUST-0219,Home Office,North,Uttar Pradesh,Noida,Furniture,Chairs,Ergonomic Chair,10,0.1,2020.43,32.81
ORD-01272,2023-07-25,2023-07-26,Same Day,CUST-0351,Home Office,East,Bihar,Patna,Technology,Phones,Cordless Phone,3,0.0,2420.58,43.83
ORD-00666,2024-11-21,2024-11-27,First Class,CUST-0218,Corporate,Central,Chhattisgarh,Raipur,Technology,Copiers,All-in-One Printer,1,0.4,922.31,87.21
ORD-00510,2025-09-26,2025-09-27,Second Class,CUST-0211,Consumer,East,West Bengal,Howrah,Office Supplies,Storage,File Cabinet,2,0.2,252.07,35.1
ORD-00132,2023-05-31,2023-06-01,Second Class,CUST-0221,Corporate,East,Odisha,Bhubaneswar,Technology,Accessories,Power Bank,6,0.4,5989.65,-760.67
ORD-00445,2024-11-09,2024-11-16,Same Day,CUST-0320,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Storage,Storage Box,2,0.1,231.7,51.35
ORD-00867,2024-12-31,2025-01-01,Standard Class,CUST-0053,Home Office,West,Goa,Panaji,Furniture,Bookcases,Wooden Bookcase,6,0.4,1967.55,-143.84
ORD-00809,2025-11-26,2025-12-02,First Class,CUST-0105,Corporate,West,Rajasthan,Udaipur,Technology,Copiers,Desktop Copier,10,0.15,8933.03,1385.05
ORD-01779,2023-04-27,2023-05-03,Same Day,CUST-0047,Home Office,East,Odisha,Bhubaneswar,Technology,Machines,Label Maker,7,0.4,4226.34,490.51
ORD-00058,2025-08-23,2025-08-24,Standard Class,CUST-0050,Consumer,Central,Chhattisgarh,Raipur,Technology,Phones,Phone Case,8,0.0,4156.32,1240.13
ORD-01660,2024-10-12,2024-10-19,Standard Class,CUST-0167,Home Office,North,Uttar Pradesh,Kanpur,Technology,Copiers,Desktop Copier,4,0.2,3250.9,-243.63
ORD-01071,2024-04-25,2024-04-26,First Class,CUST-0382,Consumer,East,Bihar,Patna,Technology,Copiers,All-in-One Printer,5,0.2,1848.59,437.82
ORD-01135,2025-03-19,2025-03-20,Standard Class,CUST-0125,Home Office,North,Delhi,New Delhi,Technology,Phones,Smartphone X200,4,0.4,3628.26,-195.71
ORD-00087,2025-03-26,2025-04-02,Same Day,CUST-0198,Corporate,Central,Chhattisgarh,Raipur,Furniture,Tables,Conference Table,6,0.15,4509.24,-220.42
ORD-01853,2024-08-06,2024-08-13,First Class,CUST-0216,Home Office,East,Bihar,Patna,Technology,Machines,Calculator,7,,6143.0,1051.05
ORD-00772,2024-11-24,2024-11-30,First Class,CUST-0214,Consumer,East,Jharkhand,Ranchi,Technology,Accessories,Keyboard,6,0.2,5886.54,-782.42
ORD-01233,2024-06-20,2024-06-26,Same Day,CUST-0043,Home Office,West,Maharashtra,Pune,Office Supplies,Art,Color Pencils,2,0.5,120.81,1.65
ORD-00709,2023-01-02,2023-01-05,Second Class,CUST-0113,Home Office,West,Goa,Panaji,Furniture,Bookcases,Glass Bookcase,9,0.4,3007.84,-20.45
ORD-01559,2025-09-16,2025-09-20,Second Class,CUST-0022,Corporate,North,Punjab,Amritsar,Office Supplies,Paper,Notebook,10,0.0,750.62,79.31
ORD-01341,2024-02-10,2024-02-12,First Class,CUST-0357,Consumer,North,Haryana,Faridabad,Furniture,Tables,Round Meeting Table,7,0.5,638.18,-26.85
ORD-01564,2023-02-21,2023-02-26,Second Class,CUST-0350,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Labels,Address Labels,3,0.2,393.58,93.2
ORD-00539,2025-05-18,2025-05-20,Second Class,CUST-0283,Consumer,East,West Bengal,Kolkata,Furniture,Bookcases,Glass Bookcase,6,0.0,618.0,1.84
ORD-01881,2023-10-20,2023-10-26,First Class,CUST-0371,Consumer,North,Haryana,Gurgaon,Technology,Phones,Cordless Phone,5,0.0,2067.36,116.89
ORD-01181,2024-02-19,2024-02-21,Second Class,CUST-0055,Home Office,North,Punjab,Ludhiana,Technology,Copiers,Desktop Copier,2,0.1,2190.48,449.74
ORD-01555,2023-10-28,2023-11-04,Standard Class,CUST-0057,Home Office,East,Bihar,Patna,Office Supplies,Art,Sketch Pad,5,0.2,277.22,29.14
ORD-01308,2024-04-01,2024-04-06,Second Class,CUST-0047,Corporate,East,West Bengal,Howrah,Technology,Phones,Smartphone X200,7,0.0,2370.35,-195.04
ORD-00419,2025-12-28,2026-01-04,First Class,CUST-0233,Consumer,Central,Madhya Pradesh,Indore,Office Supplies,Storage,Plastic Drawer,10,0.1,1053.23,194.78
ORD-01848,2023-08-03,2023-08-06,Same Day,CUST-0352,Corporate,North,Punjab,Amritsar,Furniture,Tables,Computer Desk,7,0.0,5908.52,449.7
ORD-01705,2024-03-12,2024-03-16,First Class,CUST-0271,Corporate,North,Haryana,Faridabad,Furniture,Furnishings,Cushion,2,0.1,1726.71,101.85
ORD-01282,2023-05-09,2023-05-12,Standard Class,CUST-0178,Home Office,Central,Chhattisgarh,Raipur,Furniture,Bookcases,Wooden Bookcase,1,0.0,135.64,7.57
ORD-00852,2025-05-01,2025-05-07,First Class,CUST-0062,Home Office,North,Haryana,Faridabad,Furniture,Tables,Round Meeting Table,10,0.4,4460.03,-28.61
ORD-01750,2024-02-24,2024-02-27,Same Day,CUST-0368,Consumer,East,Jharkhand,Ranchi,Technology,Machines,Calculator,3,0.1,2876.63,141.03
ORD-01727,2023-07-04,2023-07-06,First Class,CUST-0046,Consumer,North,Delhi,New Delhi,Technology,Accessories,Keyboard,8,0.0,962.4,137.73
ORD-01691,2025-08-23,2025-08-24,Second Class,CUST-0218,Home Office,Central,Chhattisgarh,Raipur,Furniture,Bookcases,Wooden Bookcase,1,0.0,473.22,32.1
ORD-01855,2025-10-02,2025-10-04,Standard Class,CUST-0174,Corporate,West,Goa,Panaji,Furniture,Chairs,Folding Chair,6,0.0,5146.3,381.39
ORD-01804,2023-04-03,2023-04-10,Standard Class,CUST-0349,Home Office,South,Tamil Nadu,Chennai,Office Supplies,Labels,Address Labels,4,0.5,259.6,-4.49
ORD-01730,2024-04-03,2024-04-04,First Class,CUST-0185,Consumer,North,Haryana,Faridabad,Technology,Phones,Smartphone X200,10,0.5,5860.47,415.92
ORD-01796,2023-10-21,2023-10-27,Standard Class,CUST-0308,Corporate,Central,Madhya Pradesh,Indore,Technology,Machines,Label Maker,8,0.5,6971.14,-305.24
ORD-00305,2023-07-09,2023-07-13,Second Class,CUST-0106,Home Office,Central,Madhya Pradesh,Indore,Technology,Accessories,Wireless Mouse,6,0.2,3678.25,694.66
ORD-01517,2024-06-30,2024-07-03,Standard Class,CUST-0031,Home Office,South,Tamil Nadu,Coimbatore,Office Supplies,Binders,View Binder,2,0.3,265.53,27.66
ORD-00336,2023-02-02,2023-02-06,Same Day,CUST-0123,Consumer,North,Delhi,New Delhi,Furniture,Chairs,Folding Chair,7,0.0,4540.71,6.99
ORD-00996,2025-11-20,2025-11-21,Same Day,CUST-0059,Consumer,Central,Madhya Pradesh,Bhopal,Furniture,Chairs,Executive Leather Chair,2,0.0,184.44,-6.32
ORD-00570,2024-11-05,2024-11-11,Second Class,CUST-0296,Corporate,Central,Chhattisgarh,Raipur,Technology,Accessories,Wireless Mouse,10,0.3,9474.73,461.47
ORD-00089,2025-05-22,2025-05-24,Second Class,CUST-0016,Consumer,West,Rajasthan,Udaipur,Furniture,Bookcases,Glass Bookcase,7,0.0,2135.95,251.61
ORD-00875,2023-08-25,2023-09-01,Second Class,CUST-0124,Consumer,South,Tamil Nadu,Chennai,Technology,Phones,Phone Case,8,0.0,6954.53,1740.86
ORD-01152,2024-11-14,2024-11-21,Same Day,CUST-0290,Consumer,Central,Madhya Pradesh,Bhopal,Office Supplies,Paper,Notebook,8,0.4,803.49,-1.56
ORD-01524,2025-11-11,2025-11-15,Standard Class,CUST-0051,Home Office,West,Rajasthan,Udaipur,Technology,Accessories,USB Cable,4,0.0,2116.78,289.22
ORD-00713,2024-07-26,2024-08-01,Same Day,CUST-0329,Consumer,Central,Chhattisgarh,Raipur,Furniture,Bookcases,Metal Bookcase,8,0.2,5362.11,540.59
ORD-01747,2023-06-24,2023-06-28,First Class,CUST-0097,Home Office,East,West Bengal,Kolkata,Furniture,Tables,Coffee Table,5,0.1,3792.84,-4.65
ORD-01850,2024-11-24,2024-11-25,Standard Class,CUST-0228,Corporate,East,Bihar,Patna,Technology,Machines,Calculator,1,0.3,312.68,64.72
ORD-01382,2024-03-29,2024-04-04,Second Class,CUST-0310,Corporate,South,Kerala,Trivandrum,Office Supplies,Paper,A4 Copy Paper,2,0.5,141.07,-5.1
ORD-00222,2023-01-19,2023-01-20,First Class,CUST-0264,Home Office,East,Jharkhand,Ranchi,Technology,Accessories,USB Cable,6,0.15,1033.58,242.41
ORD-00320,2024-11-09,2024-11-13,Standard Class,CUST-0147,Corporate,East,Bihar,Patna,Furniture,Chairs,Folding Chair,10,0.0,2935.63,334.9
ORD-01756,2024-05-08,2024-05-12,Standard Class,CUST-0385,Home Office,West,Rajasthan,Udaipur,Office Supplies,Binders,3-Ring Binder,8,0.2,1005.17,110.87
ORD-00879,2025-02-15,2025-02-21,Second Class,CUST-0090,Corporate,North,Haryana,Faridabad,Office Supplies,Paper,A4 Copy Paper,9,0.4,729.04,92.35
ORD-01802,2023-02-04,2023-02-07,First Class,CUST-0382,Consumer,Central,Madhya Pradesh,Indore,Technology,Accessories,Wireless Mouse,3,0.0,576.35,75.77
ORD-00826,2024-06-01,2024-06-05,Same Day,CUST-0335,Corporate,West,Goa,Panaji,Office Supplies,Paper,Sticky Notes,3,0.0,37.34,2.46
ORD-01987,2024-02-14,2024-02-20,First Class,CUST-0364,Home Office,Central,Chhattisgarh,Raipur,Technology,Accessories,Keyboard,6,0.3,6011.17,1411.44
ORD-01468,2023-12-10,2023-12-14,Second Class,CUST-0263,Consumer,North,Uttar Pradesh,Noida,Technology,Accessories,Keyboard,2,0.0,967.38,78.03
ORD-00139,2024-12-28,2024-12-30,Same Day,CUST-0238,Home Office,Central,Madhya Pradesh,Indore,Office Supplies,Art,Marker Set,1,0.5,31.61,3.87
ORD-00164,2024-11-01,2024-11-02,Second Class,CUST-0376,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Paper,Sticky Notes,10,0.2,1055.04,166.7
ORD-01782,2024-12-29,2025-01-02,Standard Class,CUST-0109,Corporate,North,Punjab,Amritsar,Furniture,Chairs,Executive Leather Chair,4,0.3,1276.53,-4.1
ORD-01451,2023-02-19,2023-02-25,Same Day,CUST-0248,Consumer,East,Bihar,Patna,Furniture,Tables,Conference Table,4,0.0,1749.68,300.33
ORD-00961,2023-05-20,2023-05-27,Same Day,CUST-0203,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Paper,Notebook,2,0.5,50.93,6.46
ORD-01709,2023-01-30,2023-02-03,Same Day,CUST-0167,Home Office,Central,Madhya Pradesh,Indore,Technology,Phones,Cordless Phone,7,0.5,2342.09,-251.4
ORD-01243,2023-02-09,2023-02-10,Second Class,CUST-0140,Consumer,East,Bihar,Patna,Office Supplies,Binders,Clip Binder,10,0.4,831.2,66.79
ORD-01180,2024-07-25,2024-07-26,Same Day,CUST-0028,Consumer,South,Karnataka,Bangalore,Furniture,Furnishings,Table Lamp,5,0.1,2819.14,152.71
ORD-01931,2025-08-08,2025-08-10,Second Class,CUST-0110,Home Office,North,Uttar Pradesh,Noida,Furniture,Furnishings,Photo Frame,8,0.0,3418.29,15.16
ORD-01680,2023-05-07,2023-05-10,Standard Class,CUST-0095,Home Office,West,Maharashtra,Mumbai,Technology,Accessories,Wireless Mouse,7,0.0,8263.56,2244.82
ORD-01805,2025-02-23,2025-02-25,First Class,CUST-0066,Corporate,East,Odisha,Bhubaneswar,Office Supplies,Art,Color Pencils,10,0.2,640.2,97.34
ORD-00634,2025-02-04,2025-02-07,Second Class,CUST-0018,Corporate,West,Gujarat,Ahmedabad,Furniture,Chairs,Executive Leather Chair,9,0.0,1476.6,30.67
ORD-01189,2024-03-09,2024-03-15,Standard Class,CUST-0162,Consumer,North,Punjab,Ludhiana,Office Supplies,Labels,Shipping Labels,9,0.0,75.78,17.45
ORD-00656,2024-03-07,2024-03-10,Standard Class,CUST-0323,Corporate,South,Andhra Pradesh,Visakhapatnam,Furniture,Chairs,Mesh Office Chair,8,0.3,1417.04,77.34
ORD-00017,2024-08-06,2024-08-08,Second Class,CUST-0368,Corporate,West,Rajasthan,Jaipur,Technology,Machines,Calculator,2,0.0,365.49,4.64
ORD-01689,2025-03-25,2025-03-30,Second Class,CUST-0064,Consumer,Central,Madhya Pradesh,Bhopal,Furniture,Furnishings,Photo Frame,5,0.2,4227.91,291.7
ORD-01166,2024-02-21,2024-02-24,Same Day,CUST-0227,Consumer,South,Kerala,Trivandrum,Office Supplies,Binders,Clip Binder,6,0.15,506.18,117.04
ORD-00138,2025-05-16,2025-05-23,Standard Class,CUST-0056,Consumer,West,Maharashtra,Pune,Technology,Copiers,All-in-One Printer,9,0.5,6467.81,521.65
ORD-01226,2025-06-11,2025-06-18,Second Class,CUST-0115,Home Office,South,Andhra Pradesh,Visakhapatnam,Furniture,Bookcases,Wooden Bookcase,1,0.15,524.68,13.6
ORD-00698,2025-05-25,2025-05-29,Standard Class,CUST-0377,Consumer,West,Maharashtra,Nagpur,Furniture,Bookcases,Wooden Bookcase,10,0.2,4121.99,443.26
ORD-01098,2023-03-29,2023-04-05,First Class,CUST-0397,Home Office,West,Gujarat,Surat,Office Supplies,Labels,Shipping Labels,4,0.3,293.07,21.84
ORD-01616,2023-03-06,2023-03-11,First Class,CUST-0128,Home Office,North,Punjab,Amritsar,Office Supplies,Art,Marker Set,9,0.3,201.39,10.2
ORD-00449,2025-12-26,2025-12-30,Second Class,CUST-0261,Home Office,East,Bihar,Patna,Technology,Accessories,USB Cable,10,0.0,3883.1,847.47
ORD-01896,2023-12-18,2023-12-19,Second Class,CUST-0066,Consumer,South,Kerala,Trivandrum,Office Supplies,Art,Color Pencils,2,0.1,166.81,23.44
ORD-00328,2024-01-01,2024-01-07,Same Day,CUST-0010,Corporate,West,Maharashtra,Mumbai,Technology,Copiers,Desktop Copier,10,0.0,8727.1,1667.03
ORD-00318,2024-07-05,2024-07-09,Same Day,CUST-0265,Consumer,Central,Chhattisgarh,Raipur,Furniture,Furnishings,Cushion,2,0.5,944.89,90.61
ORD-01530,2024-02-15,2024-02-16,Standard Class,CUST-0362,Home Office,West,Rajasthan,Udaipur,Technology,Machines,Calculator,3,0.5,1560.16,-257.75
ORD-00527,2025-12-14,2025-12-16,Standard Class,CUST-0005,Consumer,North,Delhi,New Delhi,Office Supplies,Binders,3-Ring Binder,1,0.1,95.5,10.53
ORD-00088,2024-01-18,2024-01-22,Same Day,CUST-0309,Home Office,West,Rajasthan,Udaipur,Furniture,Furnishings,Table Lamp,7,0.2,3777.0,-243.05
ORD-01275,2024-10-31,2024-11-06,Same Day,CUST-0004,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Paper,A4 Copy Paper,3,0.0,47.05,9.21
ORD-00149,2023-07-15,2023-07-17,Same Day,CUST-0193,Corporate,West,Maharashtra,Pune,Technology,Accessories,Wireless Mouse,4,0.3,1218.26,-63.97
ORD-01623,2023-11-09,2023-11-13,Standard Class,CUST-0298,Home Office,West,Maharashtra,Pune,Furniture,Tables,Coffee Table,1,0.0,394.25,66.37
ORD-01209,2023-12-06,2023-12-08,Second Class,CUST-0089,Consumer,North,Haryana,Faridabad,Furniture,Chairs,Folding Chair,5,0.0,2623.08,458.22
ORD-01840,2025-05-25,2025-05-28,First Class,CUST-0265,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Labels,Address Labels,9,0.15,418.59,33.02
ORD-00366,2024-03-14,2024-03-19,Standard Class,CUST-0267,Consumer,West,Rajasthan,Jaipur,Office Supplies,Binders,3-Ring Binder,6,0.3,363.05,103.61
ORD-00590,2023-01-14,2023-01-21,Standard Class,CUST-0063,Corporate,West,Gujarat,Ahmedabad,Furniture,Chairs,Mesh Office Chair,10,0.0,8015.17,548.52
ORD-01852,2025-10-06,2025-10-09,Same Day,CUST-0032,Home Office,East,Odisha,Bhubaneswar,Office Supplies,Binders,3-Ring Binder,4,0.1,102.88,17.59
ORD-00199,2025-06-07,2025-06-13,Standard Class,CUST-0321,Home Office,West,Goa,Panaji,Office Supplies,Art,Marker Set,1,0.2,104.29,17.66
ORD-01897,2024-03-28,2024-03-29,First Class,CUST-0167,Corporate,West,Goa,Panaji,Office Supplies,Binders,3-Ring Binder,10,0.4,918.9,181.4
ORD-00193,2024-12-15,2024-12-19,Standard Class,CUST-0247,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Labels,Shipping Labels,10,0.2,744.19,140.01
ORD-00405,2025-01-08,2025-01-14,Same Day,CUST-0321,Home Office,West,Rajasthan,Jaipur,Furniture,Tables,Round Meeting Table,4,0.0,687.07,1.59
ORD-01575,2025-08-17,2025-08-22,Standard Class,CUST-0209,Home Office,South,Andhra Pradesh,Vijayawada,Technology,Phones,Smartphone X200,8,0.5,1303.45,83.78
ORD-01988,2025-06-14,2025-06-20,First Class,CUST-0218,Home Office,East,West Bengal,Howrah,Technology,Accessories,Keyboard,7,0.0,5180.05,377.45
ORD-00484,2023-04-28,2023-05-01,Same Day,CUST-0264,Corporate,East,West Bengal,Kolkata,Office Supplies,Art,Color Pencils,3,0.1,66.41,14.31
ORD-01462,2025-01-10,2025-01-13,Standard Class,CUST-0353,Home Office,East,Jharkhand,Ranchi,Furniture,Furnishings,Cushion,6,0.3,2180.6,31.9
ORD-00792,2023-10-25,2023-10-30,Second Class,CUST-0379,Consumer,East,Odisha,Bhubaneswar,Furniture,Furnishings,Table Lamp,7,0.5,4773.05,-592.08
ORD-00800,2023-12-28,2024-01-04,Standard Class,CUST-0225,Corporate,West,Maharashtra,Pune,Furniture,Tables,Conference Table,10,0.0,7733.42,-190.36
ORD-00385,2025-02-26,2025-03-01,Same Day,CUST-0324,Corporate,East,West Bengal,Kolkata,Office Supplies,Art,Marker Set,7,0.1,937.69,269.89
ORD-00751,2023-02-12,2023-02-16,Same Day,CUST-0376,Corporate,East,Odisha,Bhubaneswar,Office Supplies,Art,Color Pencils,9,0.2,1253.65,165.15
ORD-00423,2023-04-10,2023-04-13,Same Day,CUST-0244,Home Office,East,Odisha,Bhubaneswar,Technology,Copiers,Desktop Copier,2,0.4,178.44,32.14
ORD-00315,2023-01-02,2023-01-08,Second Class,CUST-0244,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Binders,3-Ring Binder,7,0.3,396.02,47.74
ORD-01022,2024-12-09,2024-12-16,Standard Class,CUST-0038,Home Office,South,Kerala,Trivandrum,Furniture,Chairs,Folding Chair,7,0.0,965.6,107.21
ORD-00544,2024-06-12,2024-06-16,First Class,CUST-0192,Consumer,East,Jharkhand,Ranchi,Furniture,Furnishings,Table Lamp,6,0.0,4706.3,283.35
ORD-00914,2025-06-15,2025-06-17,Same Day,CUST-0207,Home Office,West,Gujarat,Ahmedabad,Furniture,Tables,Conference Table,7,0.0,727.36,53.25
ORD-00663,2024-09-10,2024-09-14,Same Day,CUST-0350,Home Office,North,Haryana,Faridabad,Technology,Accessories,Power Bank,3,0.0,2983.4,-84.11
ORD-00903,2023-08-30,2023-09-01,First Class,CUST-0209,Home Office,Central,Chhattisgarh,Raipur,Furniture,Tables,Coffee Table,10,0.15,6739.88,-381.65
ORD-01957,2024-07-20,2024-07-21,Second Class,CUST-0273,Home Office,East,Jharkhand,Ranchi,Technology,Machines,Laminator,2,0.0,1260.67,346.8
ORD-00686,2024-04-12,2024-04-18,Second Class,CUST-0126,Corporate,South,Kerala,Kochi,Office Supplies,Binders,Clip Binder,9,0.5,651.98,157.21
ORD-01678,2023-03-02,2023-03-06,First Class,CUST-0166,Corporate,West,Maharashtra,Mumbai,Furniture,Tables,Computer Desk,1,0.2,356.29,-9.95
ORD-00160,2023-10-09,2023-10-15,First Class,CUST-0269,Consumer,North,Punjab,Amritsar,Office Supplies,Labels,Shipping Labels,3,0.0,341.15,20.06
ORD-01000,2023-06-01,2023-06-02,Same Day,CUST-0022,Home Office,West,Rajasthan,Udaipur,Furniture,Chairs,Mesh Office Chair,5,0.3,369.92,16.1
ORD-01302,2025-10-19,2025-10-25,Same Day,CUST-0173,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Storage,File Cabinet,6,0.3,792.13,-6.29
ORD-01778,2023-08-09,2023-08-10,Same Day,CUST-0394,Home Office,East,Bihar,Patna,Furniture,Bookcases,Metal Bookcase,7,0.4,5348.85,364.76
ORD-00203,2025-12-01,2025-12-04,Same Day,CUST-0152,Consumer,Central,Madhya Pradesh,Indore,Furniture,Chairs,Folding Chair,2,0.15,1381.89,176.71
ORD-01024,2023-01-06,2023-01-10,Second Class,CUST-0201,Consumer,West,Goa,Panaji,Furniture,Bookcases,Metal Bookcase,1,0.0,258.73,18.97
ORD-01534,2023-04-10,2023-04-15,First Class,CUST-0113,Corporate,Central,Chhattisgarh,Raipur,Technology,Phones,Smartphone X200,9,0.1,8404.19,-766.5
ORD-01190,2023-04-06,2023-04-08,First Class,CUST-0120,Corporate,North,Haryana,Gurgaon,Office Supplies,Art,Color Pencils,6,0.15,622.13,160.67
ORD-00113,2024-08-27,2024-08-30,Second Class,CUST-0391,Consumer,Central,Madhya Pradesh,Bhopal,Furniture,Furnishings,Wall Clock,8,0.5,4713.37,368.58
ORD-01808,2025-12-26,2025-12-28,Same Day,CUST-0285,Corporate,Central,Chhattisgarh,Raipur,Office Supplies,Labels,Shipping Labels,2,0.2,44.67,9.61
ORD-01752,2024-09-09,2024-09-14,Same Day,CUST-0366,Corporate,East,West Bengal,Howrah,Furniture,Tables,Conference Table,6,0.5,3644.32,-362.62
ORD-00981,2024-05-27,2024-05-29,First Class,CUST-0162,Corporate,North,Haryana,Faridabad,Office Supplies,Storage,Plastic Drawer,9,0.2,571.42,50.65
ORD-00923,2024-05-20,2024-05-26,Same Day,CUST-0092,Corporate,South,Kerala,Trivandrum,Furniture,Tables,Round Meeting Table,6,0.2,2323.79,-100.74
ORD-01486,2024-04-16,2024-04-18,First Class,CUST-0090,Corporate,East,Odisha,Bhubaneswar,Office Supplies,Binders,View Binder,9,0.0,1222.8,345.82
ORD-01590,2023-11-21,2023-11-25,Same Day,CUST-0363,Corporate,South,Kerala,Kochi,Technology,Accessories,USB Cable,3,0.4,3097.36,587.26
ORD-01965,2023-03-02,2023-03-04,Standard Class,CUST-0114,Consumer,South,Karnataka,Bangalore,Technology,Phones,Cordless Phone,1,0.2,119.47,18.36
ORD-01359,2023-04-08,2023-04-15,Second Class,CUST-0063,Consumer,East,Odisha,Bhubaneswar,Furniture,Furnishings,Photo Frame,2,0.0,822.89,139.1
ORD-00816,2024-07-10,2024-07-12,Same Day,CUST-0087,Corporate,West,Goa,Panaji,Office Supplies,Binders,Clip Binder,9,0.2,1070.54,35.55
ORD-01550,2024-05-26,2024-05-29,First Class,CUST-0399,Consumer,South,Andhra Pradesh,Visakhapatnam,Furniture,Bookcases,Glass Bookcase,6,0.0,3939.9,250.63
ORD-01539,2023-06-18,2023-06-24,First Class,CUST-0106,Home Office,Central,Madhya Pradesh,Bhopal,Office Supplies,Art,Sketch Pad,6,0.15,504.38,56.51
ORD-00680,2025-05-04,2025-05-07,Same Day,CUST-0220,Consumer,Central,Madhya Pradesh,Bhopal,Office Supplies,Art,Color Pencils,1,0.0,62.77,16.63
ORD-01094,2025-01-25,2025-01-30,Second Class,CUST-0331,Corporate,South,Karnataka,Mysore,Furniture,Chairs,Folding Chair,7,0.3,1650.21,-85.57
ORD-00081,2023-10-11,2023-10-18,Standard Class,CUST-0114,Corporate,East,West Bengal,Howrah,Office Supplies,Labels,Address Labels,9,0.15,398.24,69.3
ORD-01761,2025-05-24,2025-05-28,First Class,CUST-0171,Consumer,West,Rajasthan,Udaipur,Furniture,Tables,Round Meeting Table,8,0.2,6755.27,-602.08
ORD-01345,2024-05-13,2024-05-19,First Class,CUST-0299,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Storage,File Cabinet,3,0.15,91.46,13.58
ORD-01533,2023-03-19,2023-03-20,Same Day,CUST-0211,Home Office,East,Jharkhand,Ranchi,Furniture,Bookcases,Wooden Bookcase,3,0.1,1483.95,9.39
ORD-00753,2025-04-16,2025-04-19,Second Class,CUST-0338,Corporate,East,Odisha,Bhubaneswar,Furniture,Furnishings,Table Lamp,9,0.3,5035.5,-489.85
ORD-01320,2024-10-09,2024-10-10,Same Day,CUST-0227,Consumer,West,Goa,Panaji,Office Supplies,Labels,Shipping Labels,9,0.1,1138.65,270.04
ORD-01055,2024-01-25,2024-01-30,Same Day,CUST-0047,Consumer,Central,Madhya Pradesh,Bhopal,Office Supplies,Storage,File Cabinet,4,0.3,137.22,13.04
ORD-00243,2023-11-28,2023-11-29,First Class,CUST-0114,Corporate,South,Andhra Pradesh,Visakhapatnam,Technology,Phones,Smartphone X200,7,0.0,1083.26,-70.13
ORD-01945,2023-01-24,2023-01-28,Same Day,CUST-0335,Consumer,North,Punjab,Amritsar,Technology,Accessories,USB Cable,1,0.15,130.54,5.16
